web-scraper-order,web-scraper-start-url,document url,document url-href,Title,Date,Text body,Author
1743440705-85,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ПРОЕКТИРОВАНИЕ ИННОВАЦИОННОЙ КОНСТРУКЦИИ БЕСПИЛОТНОГО ЛЕТАТЕЛЬНОГО АППАРАТА ВЕРТИКАЛЬНОГО ВЗЛЕТА И ПОСАДКИ,https://cyberleninka.ru/article/n/proektirovanie-innovatsionnoy-konstruktsii-bespilotnogo-letatelnogo-apparata-vertikalnogo-vzleta-i-posadki,ПРОЕКТИРОВАНИЕ ИННОВАЦИОННОЙ КОНСТРУКЦИИ БЕСПИЛОТНОГО ЛЕТАТЕЛЬНОГО АППАРАТА ВЕРТИКАЛЬНОГО ВЗЛЕТА И ПОСАДКИ,2022,"Непрерывное развитие беспилотных летательных аппаратов (БпЛА) различного типа и методов взлета и посадки напрямую связанно с необходимостью создания простых, высокоманевренных и легкомодернизируемых конструкций летательных аппаратов (ЛА), выполняющих различные задачи военного и гражданского назначения. Основываясь на тактико-технических характеристиках (ТТХ), предъявляемых к современному БпЛА вертикального взлета и посадки, можно сделать вывод о том, что безфюзеляжная конструкция в форме летающее крыло является наиболее перспективной. Данная конструкция позволяет получить высокие аэродинамические показатели, увеличить скорость движения в воздушном пространстве и сократить массогабаритные показатели БпЛА. В настоящий момент данная инновационная модель ЛА рассчитана в программном комплексе обеспечения xfl5, построена в САПР SolidWorks и оценены все возможные способы применения данного БпЛА.",Титов Д.Е.
1743440709-86,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ПРОТИВОДЕЙСТВИЕ БПЛА В УСЛОВИЯХ БОЯ,https://cyberleninka.ru/article/n/protivodeystvie-bpla-v-usloviyah-boya,ПРОТИВОДЕЙСТВИЕ БПЛА В УСЛОВИЯХ БОЯ,2024,"в данной статье рассматриваются меры противодействия беспилотным летательным аппаратам в условиях ведения боевых действий на основание опыта Специальной военной операции; представлена классификация мер, а также различные способы противодействия БпЛА, в том числе и перспективные.",Петров Даниил Андреевич
1743440712-87,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,КОМПЛЕКС ПЕРЕХВАТА УПРАВЛЕНИЯ БПЛА,https://cyberleninka.ru/article/n/kompleks-perehvata-upravleniya-bpla,КОМПЛЕКС ПЕРЕХВАТА УПРАВЛЕНИЯ БПЛА,2021,"В работе представлен вариант решения задачи перехвата управления беспилотников по радиоканалу, а также используется спуфинг сигналов глобальной навигационной системы (GPS, ГЛОНАСС). В ходе работы была проведена разработка структурной схемы, алгоритма работы комплекса, а также получены экспериментальные данные.",Аджахунов Э.А.
1743440715-88,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ПРИМЕНЕНИЕ БПЛА В КАДАСТРОВОЙ ДЕЯТЕЛЬНОСТИ,https://cyberleninka.ru/article/n/primenenie-bpla-v-kadastrovoy-deyatelnosti,ПРИМЕНЕНИЕ БПЛА В КАДАСТРОВОЙ ДЕЯТЕЛЬНОСТИ,2024,"В данной статье рассматривается применение беспилотных летательных аппаратов (БПЛА) в кадастровой деятельности, которая становится все более распространенным и оказывает значительное влияние на эффективность и точность геодезических и картографических работ. БПЛА позволяют существенно ускорить процесс сбора данных, снизить затраты и повысить безопасность операций, особенно в труднодоступных или опасных для человека районах. Цель исследования заключается в том, чтобы дать соответствующую оценку эффективности применения БПЛА в кадастровой деятельности. Проводится сравнительный анализ технологий съемки БПЛА и определяются преимущества по сравнению, как с традиционными топографо-геодезическими методами измерения, так и с современными технологиями, применяемые для проведения топографической съемки местности.",Е.А. Борисов
1743440718-89,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,КЛАССИФИКАТОР БПЛА МУЛЬТИРОТОРНОГО ТИПА,https://cyberleninka.ru/article/n/klassifikator-bpla-multirotornogo-tipa,КЛАССИФИКАТОР БПЛА МУЛЬТИРОТОРНОГО ТИПА,2023,"Рассматривается классификатор радиолокационных сигналов, отраженных от беспилотных летательных аппаратов (БПЛА), основанный на нейронных сетях. В предложенном классификаторе для формирования обучающих данных используется модель рассеяния радиолокационных сигналов от БПЛА. В последнее время запрос на классификацию БПЛА достаточно высок ввиду значительного увеличения количества моделей и объема продаж данных устройств. Увеличение вычислительной мощности процессоров и развитие теории нейронных сетей позволяет создать новые виды классификаторов. При использовании моделей возможно создание набора обучающих данных приемлемого для обучения нейронной сети классификатора. Сверточная нейронная сеть классификатора обучается с применением радиолокационных изображений, полученных с применением предложенной модели рассеяния радиолокационных сигналов от БПЛА. Получаемые радиолокационные изображения моделируются с учетом углов ориентации БПЛА относительно нормальной системы координат БПЛА, скорости полета, различных параметров винтов моделируемого БПЛА. Для формирования обучающих данных помимо сигнальной конструкции добавляется белый шум определенной конфигурации, который помогает увеличить разнообразие обучающих выборок для улучшения обучающей способности сверточной нейронной сети. Применение данных, полученных с помощью модели для обучения нейронной сети обусловлено необходимостью использования большого числа обучающих выборок с различными параметрами движения БПЛА, такими как высота, скорость, направление, ориентация в пространстве, а также большим разнообразием возможных конфигураций беспилотных летательных аппаратов: трикоптер (три винта), квадрокоптер (четыре винта), гексакоптер (шесть винтов) или октокоптер (восемь винтов). что усложняет применение экспериментальных данных для создания классификаторов данного типа.",Деркачев Владимир Александрович
1743440720-90,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,БОЕВОЙ РАЗВЕДЫВАТЕЛЬНЫЙ КОМПЛЕКС БПЛА,https://cyberleninka.ru/article/n/boevoy-razvedyvatelnyy-kompleks-bpla,БОЕВОЙ РАЗВЕДЫВАТЕЛЬНЫЙ КОМПЛЕКС БПЛА,2021,Статья посвящена боевому разведывательному комплексу БПЛА. Описана его область применения и основные характеристики каждого летательного аппарата.,Малаховецкий Антон Андреевич
1743440723-91,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ПЕРСПЕКТИВЫ ИСПОЛЬЗОВАНИЯ БПЛА В ЛОГИСТИКЕ,https://cyberleninka.ru/article/n/perspektivy-ispolzovaniya-bpla-v-logistike,ПЕРСПЕКТИВЫ ИСПОЛЬЗОВАНИЯ БПЛА В ЛОГИСТИКЕ,2023,"В наше время очень остро встает вопрос об автоматизации производства. В сфере транспортной логистики часто применяются программы для удаленного управления курьерами и маршрутами, чтобы экономить время на общении оператора с исполнителем. Целью данной статьи является рассмотрение перспектив использования дронов для доставки грузов. В статье рассмотрен вариант использования беспилотных летательных аппаратов (БПЛА) для осуществления доставки мелкогабаритных грузов, а также будут рассмотрены перспективы развития данной отрасли. Данная технология перспективна, востребована и эффективна в своей сфере, позволяет сильно снизить издержки производства, но ее необходимо правильно и грамотно совмещать с другими видами доставки, а также необходимо устранить неточности в законодательстве стран относительно доставки с помощью дронов и усовершенствовать систему безопасности самих БПЛА.",Машненков Д.В.
1743440726-92,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,АКУСТИЧЕСКИЙ МЕТОД НЕЙТРАЛИЗАЦИИ БПЛА,https://cyberleninka.ru/article/n/akusticheskiy-metod-neytralizatsii-bpla,АКУСТИЧЕСКИЙ МЕТОД НЕЙТРАЛИЗАЦИИ БПЛА,2019,В данной научной статье подробно описан принцип работы одного из самых популярных на сегодняшний день методов нейтрализации беспилотных летательных аппаратов - акустического. А также изучены его достоинства и недостатки в сравнении с иными методами нейтрализации БПЛА.,Алексеев М.В.
1743440728-93,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,МОДЕЛЬ БПЛА НА СОЛНЕЧНОЙ ЭНЕРГИИ,https://cyberleninka.ru/article/n/model-bpla-na-solnechnoy-energii,МОДЕЛЬ БПЛА НА СОЛНЕЧНОЙ ЭНЕРГИИ,2021,"Разработка экологически безопасных, энергонезависимых альтернативных источников энергии является одним из ключевых направлений в авиационной промышленности. Они позволяют заменить традиционные источники питания с целью уменьшения негативного воздействия на природу, а также их работа является возобновляемой и устойчивой. Одно из возможных решений - солнечная энергия. Летательные аппараты на солнечных батареях рассматриваются как ключевое решение для уменьшения последствий экологически небезопасных источников энергии.",Назаренко Павел Александрович
1743440731-94,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,Организация радиосети с использованием БПЛА,https://cyberleninka.ru/article/n/organizatsiya-radioseti-s-ispolzovaniem-bpla,Организация радиосети с использованием БПЛА,2017,"В статье анализируется теоретическая возможность создания радиосети в области, где отсутствует стационарная сеть. Приводятся расчёты покрытия сети в зависимости от мощности передатчика, высоты его расположения и поляризации.",Семенишен Андрей Александрович
1743440733-95,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,СИСТЕМЫ АВТОМАТИЧЕСКОГО УПРАВЛЕНИЯ БПЛА,https://cyberleninka.ru/article/n/sistemy-avtomaticheskogo-upravleniya-bpla,СИСТЕМЫ АВТОМАТИЧЕСКОГО УПРАВЛЕНИЯ БПЛА,2016,"В статье рассмотрен состав бортового оборудования БПЛА, обеспечивающий решение задач широкого круга: определение навигационных параметров (угловых скоростей и ускорений), навигацию и управление при полете по заданной траектории, стабилизацию углов ориентации аппарата в полете, выдачу в канал передачи телеметрической информации о навигационных параметрах.",Шаталов Н.В.
1743440736-96,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,"БПЛА: ТЕХНОЛОГИЯ, ЭТИКА, ПРАВО",https://cyberleninka.ru/article/n/bpla-tehnologiya-etika-pravo,"БПЛА: ТЕХНОЛОГИЯ, ЭТИКА, ПРАВО",2020,Применение технологий искусственного интеллекта (ИИ) в военном деле вызвало к жизни новые этические и правовые проблемы. Один из примеров - широкое использование в ударных целях беспилотных летательных аппаратов (БПЛА) - боевых дронов для точечного поражения целей. Философский анализ этих проблем должен опираться на всесторонний анализ фактов и технологических реалий.,Соколова М.Е.
1743440738-97,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,Взгляды командования ВВС США на развитие беспилотной авиации до 2047 года,https://cyberleninka.ru/article/n/vzglyady-komandovaniya-vvs-ssha-na-razvitie-bespilotnoy-aviatsii-do-2047-goda,Взгляды командования ВВС США на развитие беспилотной авиации до 2047 года,2023,Рассмотрены классификация и концептуальные взгляды командования ВВС США на развитие беспилотной авиации до 2047 года.,Баранов Александр Геннадьевич
1743440741-98,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,РАЗРАБОТКА РАМЫ БПЛА,https://cyberleninka.ru/article/n/razrabotka-ramy-bpla,РАЗРАБОТКА РАМЫ БПЛА,2021,в данной статье представлен подход к конструированию рамы четырехвинтового беспилотного летательного аппарата.,Рыбалкин Сергей Александрович
1743440743-99,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,РАЗРАБОТКА ФЮЗЕЛЯЖА БПЛА,https://cyberleninka.ru/article/n/razrabotka-fyuzelyazha-bpla,РАЗРАБОТКА ФЮЗЕЛЯЖА БПЛА,2021,в данной статье представлен подход к конструированию фюзеляжа четырехвинтового беспилотного летательного аппарата.,Рыбалкин Сергей Александрович
1743440746-100,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,Разработка многофункционального БПЛА,https://cyberleninka.ru/article/n/razrabotka-mnogofunktsionalnogo-bpla,Разработка многофункционального БПЛА,2017,"В данной работе рассмотрен процесс создания беспилотного летательного аппарата, оснащенного манипулятором. Рассматривается процесс создания манипулятора, возможность его применения на БПЛА.",Шарапов Артём Андреевич
